CNTYVTD,VTDKEY,BidenD_20G_President,TrumpR_20G_President,JorgensenL_20G_President,HawkinsG_20G_President,Write-InW_20G_President
"2530103",5840,72,243,6,2,2
"2530201",5841,238,856,8,5,1
"2530202",5842,29,187,4,0,1
"2530203",5843,16,183,1,1,1
"2530301",5844,17,192,1,2,0
"2530302",5845,80,649,12,1,0
"2530303",5846,75,803,7,1,0
"2530401",5847,119,999,11,3,0
"2530402",5848,158,743,8,2,0
"2550001",5849,262,649,3,4,1
"2550002",5850,15,117,0,0,0
"2550003",5851,5,108,1,1,0
"2550004",5852,213,497,11,2,1
"2550005",5853,134,347,0,1,0
"2550006",5854,7,203,1,2,0
"2550007",5855,59,451,3,1,0
"2550008",5856,25,116,0,1,0
"2550009",5857,21,161,0,0,2
"2550010",5858,19,228,1,0,0
"2550011",5859,104,324,3,1,0
"2550012",5860,101,378,3,1,0
"2550013",5861,2,28,0,0,0
"2550014",5862,244,312,3,1,0
"2550015",5863,23,49,1,2,0
"2570001",5864,687,1301,14,2,0
"2570002",5865,198,772,4,4,0
"2570003",5866,1289,2591,39,10,0
"2570004",5867,892,2573,33,7,0
"2570005",5868,956,400,8,7,0
"2570006",5869,246,1245,16,4,0
"2570007",5870,2316,2474,45,18,0
"2570008",5871,483,797,17,3,0
"2570009",5872,280,1015,11,4,0
"2570010",5873,260,1543,11,0,0
"2570011",5874,434,1004,24,3,0
"2570012",5875,219,1157,9,3,0
"2570013",5876,1236,1410,28,8,0
"2570014",5877,1804,2034,49,7,0
"2570015",5878,281,1595,13,5,0
"2570016",5879,300,1755,12,2,0
"2570017",5880,219,1136,8,3,0
"2570018",5881,326,1454,17,6,0
"2570019",5882,500,1140,17,6,0
"2570020",5883,245,807,14,5,0
"2570021",5884,292,1354,14,4,0
"2570022",5885,139,757,8,1,0
"2570023",5886,229,673,9,4,0
"2570024",5887,268,704,3,2,0
"2570025",5888,213,375,8,0,0
"2570026",5889,662,231,9,4,0
"2570027",5890,1090,2074,39,11,0
"2570028",5891,225,854,6,3,0
"2570029",5892,1837,1332,38,6,0
"2570030",5893,279,1067,5,4,0
"2591010",5894,601,1448,28,3,3
"2591110",5895,883,2936,37,8,16
"2592020",5896,336,1620,19,1,9
"2592080",5897,822,2686,46,7,6
"2592120",5898,947,3006,41,6,12
"2593030",5899,400,1709,24,3,4
"2593040",5900,698,2255,38,6,14
"2593060",5901,88,423,0,0,0
"2594050",5902,563,1626,22,6,6
"2594070",5903,48,244,8,0,1
"2594100",5904,634,2130,26,6,7
"2610001",5905,18,34,0,0,0
"2610002",5906,17,35,1,1,0
"2610003",5907,9,12,0,0,0
"2610004",5908,2,31,0,0,0
"2610005",5909,8,6,0,0,0
"2610006",5910,11,9,0,0,0
"2630101",5911,13,133,0,2,0
"2630201",5912,4,26,0,0,0
"2630202",5913,6,70,0,0,0
"2630301",5914,5,61,0,0,0
"2630302",5915,1,33,1,0,0
"2630401",5916,18,85,0,1,0
"2650101",5917,468,1760,25,4,0
"2650107",5918,138,619,11,2,0
"2650109",5919,223,939,9,1,1
"2650113",5920,347,931,18,3,0
"2650118",5921,115,231,5,0,0
"2650119",5922,499,1103,16,2,0
"2650202",5923,314,1501,16,2,0
"2650211",5924,294,665,16,2,0
"2650215",5925,508,1816,21,5,0
"2650220",5926,477,1644,16,4,1
"2650303",5927,153,627,7,1,0
"2650308",5928,128,327,1,0,0
"2650312",5929,843,1930,36,4,3
"2650314",5930,511,848,20,7,2
"2650404",5931,106,725,7,3,0
"2650405",5932,338,1035,8,0,1
"2650406",5933,496,1914,18,6,0
"2650410",5934,20,229,3,0,0
"2650416",5935,248,1054,12,4,0
"2650417",5936,298,981,18,1,0
"2670001",5937,86,474,1,0,0
"2670002",5938,43,256,3,0,0
"2670003",5939,23,183,2,2,0
"2670004",5940,32,272,3,0,0
"2670006",5941,23,224,1,0,0
"2670007",5942,26,256,2,1,0
"2670009",5943,51,322,5,1,0
"2690001",5944,1,42,0,0,0
"2690002",5945,0,25,0,0,0
"2690003",5946,2,44,0,0,0
"2690004",5947,5,40,0,0,0
"2710001",5948,112,338,3,0,0
"2710002",5949,106,242,3,1,0
"2710003",5950,130,201,3,0,0
"2710004",5951,98,363,2,1,1
"2730011",5952,538,718,21,5,2
"2730012",5953,321,595,9,1,2
"2730013",5954,466,372,3,4,1
"2730014",5955,155,125,1,0,1
"2730021",5956,129,52,0,2,0
"2730022",5957,265,268,5,3,1
"2730023",5958,399,283,5,0,1
"2730024",5959,407,339,10,3,1
"2730031",5960,373,523,10,3,4
"2730032",5961,345,350,6,2,0
"2730033",5962,150,318,2,0,0
"2730034",5963,127,267,3,1,0
"2730035",5964,268,429,2,2,1
"2730041",5965,180,100,2,1,1
"2730042",5966,287,162,4,0,0
"2730043",5967,478,404,9,1,0
"2730044",5968,171,124,3,1,0
"2730045",5969,322,146,2,0,0
"2750101",5970,75,314,4,2,0
"2750201",5971,17,98,0,0,0
"2750202",5972,35,180,0,0,0
"2750301",5973,55,237,2,2,0
"2750302",5974,10,38,0,0,0
"2750401",5975,73,313,1,0,0
"277001B",5976,16,142,2,0,0
"277001C",5977,29,245,1,0,2
"277001D",5978,85,283,3,1,0
"277001E",5979,72,485,6,1,0
"277001F",5980,54,527,4,0,1
"277001G",5981,32,356,2,0,0
"277001H",5982,42,422,1,0,0
"277001I",5983,8,87,0,0,0
"277002D",5984,82,370,2,1,0
"277002E",5985,58,371,5,0,1
"277002F",5986,18,139,0,0,0
"277002G",5987,76,424,3,1,0
"277003D",5988,58,529,2,0,0
"277003E",5989,71,845,6,0,0
"277003F",5990,49,388,3,0,0
"277003G",5991,51,360,6,0,1
"277003I",5992,116,834,8,4,1
"277004B",5993,129,909,12,1,2
"277004C",5994,34,296,1,0,0
"277004D",5995,66,928,7,0,0
"277004E",5996,84,662,9,0,0
"277004F",5997,177,1098,7,4,1
"277004G",5998,203,1205,11,1,1
"2771A3B",5999,134,463,5,0,0
"2771A5A",6000,346,486,3,4,2
"2771E7C",6001,155,518,6,0,0
"2772A1A",6002,420,200,6,1,0
"2772B2A",6003,352,389,4,2,0
"2772C3A",6004,393,404,13,2,1
"2773C7G",6005,594,1271,26,2,4
"2773H3C",6006,133,353,0,0,0
"2774A6E",6007,283,709,5,2,7
"2790001",6008,92,425,2,0,1
"2790002",6009,109,147,6,2,0
"2790003",6010,67,366,3,1,1
"2790004",6011,8,71,0,0,0
"2790005",6012,37,254,4,2,0
"2790006",6013,37,143,1,1,0
"2790007",6014,9,67,0,0,0
"2790008",6015,230,946,13,1,6
"2790009",6016,144,432,3,0,1
"2790010",6017,47,193,4,0,1
"2790011",6018,50,372,4,0,0
"2790012",6019,10,105,0,0,0
"2810001",6020,419,1047,23,4,0
"2810002",6021,435,2045,20,6,0
"2810003",6022,293,953,20,2,0
"2810004",6023,179,760,21,0,0
"2810005",6024,63,418,3,1,0
"2810006",6025,51,349,7,1,0
"2810007",6026,87,482,9,4,0
"2810008",6027,328,1056,27,2,0
"2810009",6028,289,976,15,4,0
"2830001",6029,311,468,4,4,0
"2830002",6030,137,151,2,1,0
"2830003A",6031,258,246,3,1,0
"2830003B",6032,0,0,0,0,0
"2830004",6033,2,60,0,0,0
"2830005",6034,218,261,2,1,0
"2830006",6035,123,135,1,0,0
"283003A",6036,3,14,0,0,0
"2850001",6037,92,734,0,1,2
"2850002",6038,187,926,3,1,0
"2850007",6039,39,201,1,0,0
"2850008",6040,66,508,4,0,4
"2850009",6041,150,918,9,0,2
"2850011",6042,32,251,1,0,0
"2850012",6043,32,266,3,0,0
"2850015",6044,18,129,0,0,0
"2850016",6045,33,352,1,1,0
"2850017",6046,23,234,1,0,0
"2850019",6047,33,297,1,0,0
"2850020",6048,15,69,0,0,0
"2850023",6049,105,839,4,1,0
"2850026",6050,65,124,1,0,0
"2850027",6051,22,147,0,0,0
"2850029",6052,115,854,5,1,2
"2850030",6053,169,991,7,1,1
"2850031",6054,111,758,4,2,3
"2850032",6055,26,206,1,0,0
"2870101",6056,334,868,5,0,3
"2870102",6057,95,109,1,0,0
"2870103",6058,18,181,0,1,0
"2870201",6059,28,427,2,0,1
"2870202",6060,214,1017,7,3,3
"2870203",6061,45,278,1,1,0
"2870301",6062,14,100,2,0,0
"2870302",6063,216,891,19,2,2
"2870303",6064,227,761,6,3,1
"2870304",6065,38,158,2,2,0
"2870401",6066,142,425,7,1,2
"2870402",6067,70,55,1,1,0
"2870403",6068,49,191,2,1,0
"2870404",6069,187,416,6,1,1
"2870405",6070,73,378,4,0,1
"2890001",6071,169,955,8,1,1
"2890002",6072,34,258,2,0,1
"2890003",6073,53,420,3,0,1
"2890004",6074,83,600,3,1,2
"2890005",6075,46,399,4,1,0
"2890006",6076,96,826,7,0,0
"2890007",6077,32,455,1,0,1
"2890008",6078,97,684,4,2,1
"2890009",6079,19,234,1,0,0
"2890010",6080,57,740,6,1,5
"2890011",6081,101,568,7,3,2
"2890012",6082,157,431,5,2,4
"2890013",6083,47,505,3,2,0
"2890014",6084,25,124,1,0,1
"289001A",6085,23,158,1,0,0
"289005A",6086,0,39,1,0,0
"289014A",6087,33,127,0,1,0
"2910001",6088,52,451,1,0,0
"2910002",6089,79,748,4,1,0
"2910003",6090,153,1408,14,0,0
"2910004",6091,60,328,4,0,0
"2910005",6092,282,1216,16,0,0
"2910006",6093,53,589,5,1,0
"2910007",6094,341,768,11,5,0
"2910008",6095,144,1374,12,2,0
"2910009",6096,161,1608,14,1,0
"2910010",6097,437,1595,12,3,0
"2910011",6098,233,308,0,0,0
"2910012",6099,227,684,9,3,0
"2910013",6100,26,386,2,0,0
"2910014",6101,58,279,2,1,0
"2910015",6102,72,219,4,2,0
"2910016",6103,27,268,2,0,0
"2910017",6104,26,370,3,0,0
"2910018",6105,493,258,3,2,0
"2910019",6106,300,790,16,0,0
"2910020",6107,389,47,2,0,0
"2910021",6108,290,2114,21,0,0
"2910022",6109,568,1782,16,1,0
"2910023",6110,455,995,9,3,0
"2910024",6111,67,481,5,0,0
"2910025",6112,66,591,4,0,0
"2910026",6113,265,1269,16,0,0
"2910027",6114,33,200,1,1,0
"2910028",6115,24,497,2,0,0
"2910029",6116,89,789,5,1,0
"2910030",6117,315,890,3,2,0
"2930101",6118,246,789,6,1,0
"2930102",6119,35,444,1,1,0
"2930103",6120,68,431,2,3,0
"2930104",6121,70,498,4,0,0
"2930201",6122,166,228,7,7,0
"2930202",6123,261,85,1,3,0
"2930203",6124,82,55,0,3,0
"2930204",6125,75,312,3,0,0
"2930205",6126,111,221,3,3,0
"2930206",6127,40,241,2,1,0
"2930301",6128,245,761,9,2,0
"2930302",6129,101,298,5,0,0
"2930303",6130,13,134,2,0,0
"2930304",6131,82,425,2,0,0
"2930305",6132,39,186,0,0,0
"2930401",6133,422,527,11,2,0
"2930402",6134,37,309,1,0,0
"2930403",6135,33,204,2,1,0
"2930404",6136,42,286,1,0,0
"2930405",6137,26,231,2,0,0
"2930406",6138,19,124,2,0,0
"2950106",6139,25,189,4,0,0
"2950202",6140,10,106,2,0,0
"2950207A",6141,16,233,3,0,0
"2950207B",6142,0,3,0,0,0
"2950303",6143,26,278,2,0,0
"2950308",6144,17,95,0,0,0
"2950404",6145,30,228,3,0,0
"2950409",6146,7,73,3,0,0
"2970001",6147,60,287,3,0,0
"2970002",6148,126,610,5,0,1
"2970003",6149,149,335,1,0,0
"2970004",6150,92,578,4,2,0
"2970005",6151,26,227,0,1,0
"2970006",6152,15,146,1,0,0
"2970007",6153,3,20,0,0,0
"2970008",6154,5,102,0,0,0
"2970009",6155,142,462,9,2,0
"2970010",6156,42,299,1,1,0
"2970011",6157,5,60,1,0,0
"2970012",6158,15,110,1,0,0
"2970013",6159,44,343,1,0,0
"2970014",6160,96,622,3,0,0
"2990101",6161,54,212,6,0,0
"2990102",6162,115,380,7,1,0
"2990108",6163,198,610,6,0,0
"2990109",6164,560,2246,15,3,1
"2990203",6165,301,1370,16,0,0
"2990204",6166,136,540,2,2,0
"2990205",6167,108,454,11,0,0
"2990307",6168,462,1824,8,7,0
"2990410",6169,531,2443,28,3,0
"3010001",6170,0,16,0,0,0
"3010002",6171,1,13,1,0,0
"3010003",6172,2,22,0,0,0
"3010004",6173,1,9,1,0,0
"3030001",6174,1002,737,18,7,0
"3030002A",6175,548,667,10,3,0
"3030002B",6176,0,0,0,0,0
"3030003",6177,848,381,19,3,0
"3030004",6178,332,122,5,1,0
"3030005",6179,283,144,7,1,0
"3030006A",6180,582,66,2,2,0
"3030006B",6181,0,0,0,0,0
"3030007",6182,421,1080,27,3,0
"3030008",6183,1140,666,29,10,2
"3030009",6184,654,1094,28,2,2
"3030010",6185,331,214,12,2,0
"3030012",6186,468,910,16,3,1
"3030013",6187,445,736,19,5,0
"3030014",6188,332,392,16,2,0
"3030015",6189,694,558,20,6,1
"3030016",6190,357,353,15,6,1
"3030017",6191,292,182,4,0,0
"3030018",6192,411,310,25,4,3
"3030019",6193,545,318,13,4,0
"3030020",6194,529,46,3,1,0
"3030021",6195,509,634,23,5,0
"3030022",6196,488,789,17,5,3
"3030023",6197,415,556,22,3,0
"3030024",6198,503,549,16,8,0
"3030025",6199,483,354,15,8,0
"3030026",6200,657,516,22,3,0
"3030027",6201,789,937,23,9,0
"3030028",6202,665,1069,33,4,4
"3030029",6203,513,522,12,1,0
"3030030",6204,661,1107,34,2,1
"3030031A",6205,193,898,15,1,0
"3030031B",6206,0,0,0,0,0
"3030033",6207,398,2284,32,2,2
"3030034",6208,66,297,2,0,0
"3030035",6209,85,367,7,0,0
"3030036",6210,344,980,13,2,0
"3030038",6211,376,452,7,3,0
"3030039",6212,236,1251,17,3,0
"3030040",6213,366,68,4,5,0
"3030041",6214,327,1366,23,5,1
"3030043",6215,52,324,10,2,1
"3030044",6216,179,732,12,1,0
"3030045",6217,57,225,3,0,0
"3030046",6218,322,1969,30,4,1
"3030047",6219,640,1055,36,6,1
"3030049",6220,417,340,5,2,0
"3030050",6221,422,370,11,2,0
"3030051",6222,29,66,1,0,0
"3030052",6223,916,2385,34,4,0
"3030053",6224,735,1059,36,8,0
"3030054",6225,581,1848,18,4,0
"3030056",6226,85,258,1,1,0
"3030057A",6227,760,1446,38,5,0
"3030057B",6228,1,2,0,0,0
"3030058",6229,306,716,19,2,1
"3030059",6230,670,1002,30,9,1
"3030060",6231,270,663,9,3,2
"3030062",6232,489,1132,29,4,1
"3030063",6233,26,63,0,0,0
"3030065",6234,170,468,5,3,0
"3030066",6235,462,1471,24,2,0
"3030067",6236,464,910,16,3,0
"3030072",6237,649,1165,37,5,0
"3030075",6238,218,686,9,2,0
"3030076",6239,452,941,13,1,0
"3030078",6240,589,1915,25,1,1
"3030092A",6241,60,182,4,0,0
"3030092B",6242,2,5,0,0,0
"3030096",6243,58,59,2,1,0
"3030102",6244,42,390,5,0,0
"3030104",6245,185,625,15,1,1
"3030109",6246,586,2352,21,3,0
"3030110",6247,621,2342,23,3,2
"3030111",6248,336,1237,22,1,0
"3030112",6249,26,167,6,0,0
"3030113A",6250,765,900,24,3,0
"3030113B",6251,0,0,0,0,0
"3030114",6252,265,179,5,1,0
"3030118",6253,401,701,11,0,1
"3030119",6254,753,1046,34,2,0
"3030120",6255,388,1928,27,3,0
"3030121",6256,441,1966,27,3,1
"3030122",6257,261,567,14,2,0
"3030123",6258,424,890,30,3,0
"3030124",6259,364,1087,20,0,4
"3030125",6260,428,1152,23,3,2
"3030126",6261,378,721,25,2,1
"3030127",6262,530,1378,17,3,1
"3030128",6263,333,1107,16,1,0
"3030129",6264,661,1718,26,12,0
"3030135",6265,68,233,5,1,0
"3030138",6266,30,262,3,0,0
"3030140",6267,726,2428,37,4,1
"3030141",6268,643,1143,27,4,0
"3030142",6269,37,55,0,0,0
"3030151",6270,130,602,6,0,0
"3030152",6271,438,525,14,3,0
"3030153",6272,506,123,5,2,0
"3030154",6273,591,1839,32,4,2
"3030155",6274,258,1562,12,3,0
"3030159",6275,1,16,0,0,0
"3030178",6276,32,191,3,0,0
"3050001A",6277,41,137,1,1,0
"3050001B",6278,2,20,0,0,0
"3050002",6279,51,188,3,0,1
"3050003",6280,66,251,1,0,0
"3050004",6281,50,476,3,0,0
"3050005",6282,2,16,0,0,0
"3050006",6283,63,177,0,0,0
"3050007",6284,0,35,0,0,0
"3050008",6285,3,26,0,0,0
"3050009",6286,36,224,1,0,0
"3050010",6287,1,3,0,0,0
"3050011",6288,5,66,0,0,0
"3050012",6289,31,79,0,1,0
"3050013",6290,11,79,0,0,0
"3050014",6291,67,76,1,0,0
"3070101",6292,114,835,8,1,0
"3070102",6293,15,107,1,0,0
"3070201",6294,123,328,5,0,0
"3070202",6295,18,102,1,0,0
"3070301",6296,117,638,10,3,0
"3070302",6297,14,179,0,1,0
"3070401",6298,50,376,9,1,0
"3070402",6299,25,240,2,0,0
"3070403",6300,14,99,0,0,0
"3090001",6301,123,71,5,0,2
"3090002",6302,169,78,4,0,0
"3090003",6303,1021,637,42,4,12
"3090004",6304,43,41,1,0,0
"3090005",6305,306,115,4,3,0
"3090006",6306,302,106,5,2,0
"3090007",6307,579,279,18,3,3
"3090008",6308,519,288,15,5,3
"3090009",6309,373,132,3,4,1
"3090010",6310,871,131,11,2,1
"3090011",6311,590,1051,23,4,2
"3090012",6312,1515,117,18,7,0
"3090013",6313,35,44,0,2,0
"3090014",6314,642,79,9,5,1
"3090015",6315,54,123,2,1,0
"3090016",6316,157,324,6,3,0
"3090017",6317,375,359,10,2,0
"3090018",6318,235,132,12,2,0
"3090019",6319,753,1498,29,9,1
"3090020",6320,167,72,3,1,0
"3090021",6321,259,138,9,2,3
"3090022",6322,160,94,4,3,0
"3090023",6323,843,1772,40,4,3
"3090024",6324,166,388,1,0,0
"3090025",6325,605,322,13,1,0
"3090026",6326,235,165,2,0,1
"3090027",6327,376,104,7,2,0
"3090028",6328,375,361,10,1,6
"3090029",6329,289,218,6,1,0
"3090030",6330,642,591,20,6,1
"3090031",6331,720,763,22,3,3
"3090032",6332,236,439,15,2,0
"3090033",6333,480,705,22,2,0
"3090034",6334,421,592,16,3,0
"3090035",6335,365,201,9,2,1
"3090036",6336,337,482,19,0,2
"3090037",6337,346,259,14,1,0
"3090038",6338,242,168,11,2,1
"3090039",6339,329,95,6,4,1
"3090040",6340,632,794,23,4,3
"3090041",6341,503,564,18,4,0
"3090042",6342,428,205,8,1,0
"3090043",6343,152,153,9,0,1
"3090044",6344,1080,2725,65,7,2
"3090045",6345,184,122,5,0,0
"3090046",6346,92,55,2,1,0
"3090047",6347,164,125,5,4,4
"3090048",6348,152,91,2,0,0
"3090049",6349,148,137,5,1,0
"3090050",6350,469,336,7,3,2
"3090051",6351,1248,2022,57,8,0
"3090052",6352,276,429,4,0,0
"3090053A",6353,69,65,5,1,0
"3090053B",6354,0,0,0,0,0
"3090054",6355,134,321,7,1,0
"3090055",6356,175,744,14,3,0
"3090056",6357,249,168,4,1,0
"3090057",6358,453,414,12,1,0
"3090058",6359,823,1009,23,2,3
"3090059",6360,687,2133,29,6,1
"3090060",6361,1272,2320,57,11,1
"3090061",6362,844,1647,17,4,2
"3090062",6363,1624,2554,67,22,2
"3090063",6364,978,2491,48,3,5
"3090064",6365,189,493,9,0,0
"3090065",6366,143,732,5,0,0
"3090066",6367,154,864,8,2,0
"3090067",6368,335,1702,16,4,0
"3090068",6369,162,713,7,0,0
"3090069",6370,163,1078,11,1,1
"3090070",6371,41,253,4,0,0
"3090071",6372,159,354,6,2,0
"3090072",6373,179,539,5,3,0
"3090073",6374,109,618,9,1,0
"3090074",6375,103,479,3,0,0
"3090075",6376,483,2065,18,1,2
"3090076",6377,322,1286,25,2,2
"3090077",6378,182,976,13,1,0
"3090078",6379,659,1912,29,9,7
"3090079",6380,281,634,15,1,0
"3090080",6381,183,1596,9,4,3
"3090081",6382,552,2518,43,6,4
"3090082",6383,414,1675,14,1,0
"3090083",6384,86,363,7,0,1
"3090084",6385,418,1124,14,5,0
"3090085",6386,296,240,18,1,0
"3090086",6387,720,457,10,1,1
"3090087",6388,488,387,12,4,0
"3090088",6389,151,166,2,1,0
"3090089",6390,26,11,0,1,0
"3090090",6391,125,158,3,1,0
"3090091",6392,474,992,23,5,6
"3110001",6393,12,97,0,0,0
"3110003",6394,14,114,0,1,0
"311002A",6395,7,55,1,0,0
"311002B",6396,8,77,0,0,0
"311004A",6397,4,51,0,0,0
"311004B",6398,8,66,1,0,0
"3130101",6399,223,947,6,0,0
"3130202",6400,273,1108,3,1,1
"3130303",6401,433,732,6,4,0
"3130404",6402,159,1382,15,5,0
"3150001",6403,125,296,1,1,0
"3150002",6404,141,664,10,0,0
"3150003",6405,86,330,6,0,0
"3150004",6406,123,237,3,1,0
"3150005",6407,117,426,4,1,0
"3150006",6408,185,408,4,1,0
"3150007",6409,260,230,6,3,0
"3150008",6410,151,478,5,1,0
"3150009",6411,59,214,3,0,0
"3150010",6412,92,187,5,0,0
"3170001A",6413,94,489,5,1,0
"3170001B",6414,0,0,0,0,0
"3170002",6415,75,320,1,0,0
"3170003A",6416,51,435,1,0,0
"3170003B",6417,0,0,0,0,0
"3170004",6418,51,335,4,1,0
"317003A",6419,11,147,2,0,0
"317004A",6420,6,131,0,0,0
"3190101",6421,122,506,3,0,0
"3190210",6422,99,433,7,0,1
"3190302",6423,113,513,6,2,3
"3190405",6424,123,539,3,0,1
"3210002",6425,101,448,3,2,0
"3210004",6426,123,820,7,0,0
"3210005",6427,334,1076,5,2,0
"3210006",6428,209,753,6,2,1
"3210007",6429,5,144,2,0,0
"3210008",6430,114,479,8,0,0
"3210009",6431,55,70,2,1,0
"3210010",6432,40,226,4,1,0
"3210012",6433,28,160,1,0,0
"3210013",6434,94,182,1,1,0
"321001A",6435,378,1390,15,2,0
"321001B",6436,579,1408,22,7,0
"321001C",6437,393,163,4,3,0
"321001D",6438,277,414,7,2,0
"321001E",6439,360,523,8,2,0
"321001F",6440,152,294,8,2,0
"321003A",6441,386,810,6,3,0
"321003B",6442,105,485,6,3,0
"323001A",6443,224,139,3,2,0
"323001B",6444,759,550,3,3,2
"323001C",6445,1310,1027,6,7,4
"323002A",6446,219,143,1,5,2
"323002BA",6447,200,183,3,2,1
"323002BB",6448,109,100,0,0,0
"323002BC",6449,520,482,9,4,1
"323002C",6450,576,541,2,5,1
"323002D",6451,28,57,0,0,0
"323003A",6452,968,766,14,3,2
"323003B",6453,1102,981,16,16,3
"323003C",6454,127,210,3,1,0
"323004A",6455,260,182,1,2,0
"323004B",6456,1003,769,7,4,1
"323004C",6457,356,235,2,0,2
"323004D",6458,565,516,3,6,0
"325001A",6459,211,905,5,2,4
"325001B",6460,219,1041,12,0,1
"325001C",6461,710,1618,29,6,2
"325001D",6462,449,1349,12,3,1
"325002A",6463,841,1137,30,3,0
"325002B",6464,573,1742,15,4,0
"325002C",6465,763,2028,28,6,0
"325003A",6466,205,559,2,1,0
"325003B",6467,92,335,2,2,0
"325003C",6468,569,1138,12,1,1
"325003D",6469,677,536,8,4,0
"325004A",6470,282,903,6,6,0
"325004B",6471,745,1747,15,4,4
"325004C",6472,437,604,8,3,0
"3270001",6473,53,145,2,0,0
"3270002",6474,48,194,2,0,0
"3270003",6475,44,225,0,2,0
"3270004",6476,37,146,2,0,0
"3270005",6477,5,42,0,0,0
"3270006",6478,10,71,0,0,0
"3290101A",6479,71,521,7,0,0
"3290101B",6480,0,0,0,0,0
"3290102",6481,596,1869,42,6,0
"3290103",6482,355,1387,35,6,0
"3290104",6483,166,332,9,1,0
"3290105",6484,280,789,12,5,0
"3290106A",6485,0,0,0,0,0
"3290106B",6486,580,1604,33,8,0
"3290107",6487,402,1532,22,2,0
"3290108A",6488,64,237,1,1,0
"3290108B",6489,0,0,0,0,0
"3290108C",6490,0,0,0,0,0
"3290109A",6491,158,263,7,2,0
"3290109B",6492,0,0,0,0,0
"3290110",6493,327,2085,23,3,0
"3290201",6494,244,1451,14,1,0
"3290202",6495,360,3798,38,6,0
"3290203",6496,79,436,5,2,0
"3290204",6497,335,1722,35,4,0
"3290205",6498,149,646,9,0,0
"3290206",6499,238,1093,40,0,0
"3290207",6500,459,1519,28,3,0
"3290208",6501,155,386,16,1,0
"3290210",6502,241,792,18,4,0
"3290211",6503,553,2342,47,3,0
"3290212",6504,309,782,18,3,0
"3290302",6505,370,1488,25,5,0
"3290303",6506,49,117,1,1,0
"3290304",6507,283,367,6,1,0
"3290305",6508,416,231,4,5,0
"3290306",6509,602,430,13,6,0
"3290307",6510,205,547,5,0,0
"3290308",6511,1220,1028,14,13,0
"3290309",6512,43,119,4,0,0
"3290310",6513,96,230,3,2,0
"3290401A",6514,74,722,6,1,0
"3290401B",6515,0,0,0,0,0
"3290402",6516,29,191,3,0,0
"3290403",6517,391,2010,45,6,0
"3290404",6518,330,1491,21,1,0
"3290405",6519,373,1463,17,10,0
"3290406",6520,233,1167,18,2,0
"3290407",6521,413,1480,35,4,0
"3290408",6522,171,1348,12,0,0
"3290409",6523,255,1022,28,4,0
"3290410",6524,133,1009,21,2,0
"3290411",6525,345,2704,27,1,0
"329108A",6526,44,251,2,0,0
"329109AA",6527,0,0,0,0,0
"329109AB",6528,0,0,0,0,0
"329307A",6529,34,101,1,0,0
"329309A",6530,1,16,0,0,0
"329402A",6531,98,506,7,1,0
"3310101",6532,378,1318,10,3,0
"3310105",6533,139,655,6,1,0
"3310203",6534,52,223,1,1,0
"3310207",6535,125,257,0,1,0
"3310210",6536,78,315,1,1,0
"3310212",6537,405,770,13,3,0
"3310316",6538,103,386,3,0,0
"3310317",6539,121,748,3,1,0
"3310318",6540,439,1206,10,3,2
"3310419",6541,361,846,10,7,0
"3310420",6542,295,1260,15,3,0
"3330001",6543,79,613,4,0,0
"3330002",6544,32,301,0,0,0
"3330004",6545,29,219,1,0,0
"3330006",6546,20,187,1,1,0
"3330008",6547,52,370,4,0,0
"3330009",6548,46,410,5,1,0
"3330011",6549,13,117,0,0,0
"3350001",6550,104,586,2,0,1
"3350002",6551,6,183,0,0,0
"3350003",6552,115,570,3,0,0
"3350004",6553,56,318,2,1,0
"3350025",6554,79,264,2,0,0
"3350046",6555,37,249,2,0,0
"3370002",6556,216,1604,16,3,3
"3370003",6557,81,874,8,3,0
"3370004",6558,42,341,4,3,0
"3370005",6559,58,579,4,0,1
"3370006",6560,82,557,4,0,0
"3370007",6561,90,717,3,3,1
"3370008",6562,74,555,4,0,1
"3370009",6563,113,738,3,0,3
"3370010",6564,88,644,7,5,1
"3370011",6565,93,597,11,3,7
"3370012",6566,5,90,0,0,0
"3370013",6567,68,657,4,3,1
"3370014",6568,13,160,1,0,0
"3370015",6569,42,326,5,1,0
"3370016",6570,32,176,4,0,0
"3390001",6571,791,1834,23,8,4
"3390002",6572,549,1365,20,6,0
"3390003",6573,1832,2791,49,12,0
"3390004",6574,601,743,18,4,2
"3390005",6575,26,217,3,0,0
"3390006",6576,1145,1850,30,2,1
"3390007",6577,287,1152,16,0,0
"3390008",6578,298,1911,20,4,3
"3390009",6579,259,1196,11,3,3
"3390010",6580,919,443,15,7,0
